ingredient_name,aliases,allergen_category,source,plain_explanation,verified
"buffalo style seasoning enrobed chicken (chicken breast meat with rib meat [skinless boneless chicken breast meat with rib meat, water, isolated soy protein product {isolated soy p",buffalo style seasoning enrobed chicken | chicken breast meat | rib meat | skinless boneless chicken breast meat | buffalo style seasoning enrobed chicken chicken breast meat with rib meat skinless boneless chicken breast meat with rib meat water isolated soy protein product isolated soy p,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
"rice cracker chili crescent (glutinous rice, soy sauce [water, soy bean, wheat, salt], sugar, modified food starch [corn, tapioca], chili, yellow 5, yellow 6)",rice cracker chili crescent | glutinous rice | soy sauce | soy bean | wheat | modified food starch | corn | tapioca | rice cracker chili crescent glutinous rice soy sauce water soy bean wheat salt sugar modified food starch corn tapioca chili yellow 5 yellow 6,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
"milk chocolate (sugar, chocolate liquor, cocoa butter, whole milk powder, soy lecithin [an emulsifier], vanillin [an artificial flavoring])",milk chocolate | chocolate liquor | cocoa butter | whole milk powder | soy lecithin | an emulsifier | vanillin | an artificial flavoring | milk chocolate sugar chocolate liquor cocoa butter whole milk powder soy lecithin an emulsifier vanillin an artificial flavoring,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"enriched egg noodles (enriched wheat flour [wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid], eggs)",enriched egg noodles | enriched wheat flour | wheat flour | niacin | ferrous sulfate | thiamine mononitrate | riboflavin | folic acid | enriched egg noodles enriched wheat flour wheat flour niacin ferrous sulfate thiamine mononitrate riboflavin folic acid eggs,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
"granular cheese (milk, cheese culture, salt, enzymes)",granular cheese | milk | cheese culture | enzymes | granular cheese milk cheese culture salt enzymes,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"pure dark and milk chocolate & white cocoa butter (sugar, chocolate liquor processed with alkali, cocoa butter, butter oil, whole milk, soy lecithin [an emulsifier], vanilla)",pure dark | milk chocolate & white cocoa butter | chocolate liquor processed | alkali | cocoa butter | butter oil | whole milk | soy lecithin | pure dark and milk chocolate white cocoa butter sugar chocolate liquor processed with alkali cocoa butter butter oil whole milk soy lecithin an emulsifier vanilla,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"egg substitute (potato flour, sugar, guar gum, sunflower lecithin, sunflower oil, enzyme)",egg substitute | potato flour | guar gum | sunflower lecithin | sunflower oil | enzyme | egg substitute potato flour sugar guar gum sunflower lecithin sunflower oil enzyme,egg,allergies_10k.csv,Label phrase associated with egg allergy risk in food-ingredient datasets.,false
"vegetable oil (cottonseed, peanut, sunflower, and/or canola oil)",vegetable oil | cottonseed | peanut | sunflower | or canola oil | vegetable oil cottonseed peanut sunflower and or canola oil,peanut,allergies_10k.csv,Label phrase associated with peanut allergy risk in food-ingredient datasets.,false
"milk chocolatey coating (coconut oil, maltitol, inulin, nonfat dry milk, cocoa, cocoa processed with alkali, chocolate liquor, soybean oil, cocoa butter, soy lecithin, natural flav",milk chocolatey coating | coconut oil | maltitol | inulin | nonfat dry milk | cocoa | cocoa processed | alkali | milk chocolatey coating coconut oil maltitol inulin nonfat dry milk cocoa cocoa processed with alkali chocolate liquor soybean oil cocoa butter soy lecithin natural flav,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"cheese seasoning (maltodextrin, whey, dehydrated cheddar and blue cheese [(pasteurized milk, cheese cultures, salt, enzymes), whey, buttermilk lactic acid], buttermilk, salt, sugar",cheese seasoning | maltodextrin | whey | dehydrated cheddar | blue cheese | pasteurized milk | cheese cultures | enzymes | cheese seasoning maltodextrin whey dehydrated cheddar and blue cheese pasteurized milk cheese cultures salt enzymes whey buttermilk lactic acid buttermilk salt sugar,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"chicken broth (chicken broth, flavorings, hydrolyzed soy protein, carrots, hydrolyzed corn protein, celery, onion, salt, chicken fat, sugar, disodium guanylate, modified potato sta",chicken broth | flavorings | hydrolyzed soy protein | carrots | hydrolyzed corn protein | celery | onion | chicken fat | chicken broth chicken broth flavorings hydrolyzed soy protein carrots hydrolyzed corn protein celery onion salt chicken fat sugar disodium guanylate modified potato sta,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
"fontina cheese (pasteurized milk, cheese cultures, salt, enzymes)",fontina cheese | pasteurized milk | cheese cultures | enzymes | fontina cheese pasteurized milk cheese cultures salt enzymes,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
yogurt: cultured pasteurized grade a organic nonfat milk,yogurt cultured pasteurized grade a organic nonfat milk,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"sunflower seeds (sunflower seeds, sunflower oil and/or cottonseed oil, and/or peanut oil and/or soybean oil and/or canola oil, salt)",sunflower seeds | sunflower oil and | or cottonseed oil | or peanut oil and | or soybean oil and | or canola oil | sunflower seeds sunflower seeds sunflower oil and or cottonseed oil and or peanut oil and or soybean oil and or canola oil salt,peanut,allergies_10k.csv,Label phrase associated with peanut allergy risk in food-ingredient datasets.,false
milk chocolate pieces 8,milk-chocolate-pieces-8 | milkchocolatepieces8,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"dough conditioners (mono- and diglycerides, sodium and/or calcium stearoyl lactylate, soy lecithin, calcium carbonate)",dough conditioners | mono- | diglycerides | sodium and | or calcium stearoyl lactylate | soy lecithin | calcium carbonate | dough conditioners mono and diglycerides sodium and or calcium stearoyl lactylate soy lecithin calcium carbonate,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
hazelnut crunch: sugar,hazelnut crunch sugar,tree_nuts,allergies_10k.csv,Label phrase associated with tree nuts allergy risk in food-ingredient datasets.,false
chablis wine (may contain sulfites),chablis wine | may contain sulfites | chablis wine may contain sulfites,sulphites,allergies_10k.csv,Label phrase associated with sulphites allergy risk in food-ingredient datasets.,false
"crust (butter, organic brown sugar, brown rice flour, tapioca starch, sorghum flour, sea salt, baking powder (sodium acid pyrophosphate, potato starch, sodium bicarbonate)",crust | butter | organic brown sugar | brown rice flour | tapioca starch | sorghum flour | sea salt | baking powder | crust butter organic brown sugar brown rice flour tapioca starch sorghum flour sea salt baking powder sodium acid pyrophosphate potato starch sodium bicarbonate,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"baby swiss cheese (pasteurized milk, cheese cultures, salt, microbial enzymes)",baby swiss cheese | pasteurized milk | cheese cultures | microbial enzymes | baby swiss cheese pasteurized milk cheese cultures salt microbial enzymes,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"enriched bleached wheat flour (flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid)",enriched bleached wheat flour | flour | niacin | iron | thiamin mononitrate | riboflavin | folic acid | enriched bleached wheat flour flour niacin iron thiamin mononitrate riboflavin folic acid,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
"topping: sugar cookies (unenriched wheat flour, sugar, butter (cream, salt), coconut oil, pasteurized eggs, water, salt)",topping: sugar cookies | unenriched wheat flour | butter | cream | coconut oil | pasteurized eggs | topping sugar cookies unenriched wheat flour sugar butter cream salt coconut oil pasteurized eggs water salt,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"romano cheese (pasteurized cow's milk, cheese culture, salt, enzymes)",romano cheese | pasteurized cow's milk | cheese culture | enzymes | romano cheese pasteurized cow s milk cheese culture salt enzymes,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"caramel (maltitol syrup, modified palm kernel oil, skim milk, milk protein concentrate, cream [cream, milk, cellulose gel, carrageenan, cellulose gum], glycerin, butter, water, sal",caramel | maltitol syrup | modified palm kernel oil | skim milk | milk protein concentrate | cream | milk | cellulose gel | caramel maltitol syrup modified palm kernel oil skim milk milk protein concentrate cream cream milk cellulose gel carrageenan cellulose gum glycerin butter water sal,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"grain and seed blend (steel cut wheat, steel cut oats, oat flakes, barley flakes, triticale flakes, soft white wheat flakes, rye flakes, amaranth, flax seeds, wheat germ, whole gra",grain | seed blend | steel cut wheat | steel cut oats | oat flakes | barley flakes | triticale flakes | soft white wheat flakes | grain and seed blend steel cut wheat steel cut oats oat flakes barley flakes triticale flakes soft white wheat flakes rye flakes amaranth flax seeds wheat germ whole gra,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
low-moisture part-skim mozzarella (pasteurized part-skim milk),low-moisture part-skim mozzarella | pasteurized part-skim milk | low moisture part skim mozzarella pasteurized part skim milk,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
dextrose syrup (wheat),dextrose syrup | wheat | dextrose syrup wheat,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
corn gluten and wheat gluten with partially hydrogenated cottonseed and soy oil,corn gluten | wheat gluten | partially hydrogenated cottonseed | soy oil,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
"organic tofu (filtered water, organic soybeans, magnesium chloride)",organic tofu | filtered water | organic soybeans | magnesium chloride | organic tofu filtered water organic soybeans magnesium chloride,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
